인증분야명,업체명,주소,전화
위생등급제,업타운타임스퀘어점,서울특별시 영등포구 영중로 15 (영등포동4가타임스퀘어 5층),02-2638-2520
위생등급제,폴주니어,서울특별시 영등포구 영중로 15 10층 (영등포동4가 신세계백화점),02-2639-4078
위생등급제,남산왕돈까스메인디쉬타임스퀘어점,서울특별시 영등포구 영중로 15 (영등포동4가경방타임스퀘어3층),02-2638-2527
위생등급제,코코마파안동찜닭,서울특별시 영등포구 영중로 15 (영등포동4가타임스퀘어 3층 305-2호),02-2638-2444
저염실천음식점,이어도,서울특별시 영등포구 은행로 3 (여의도동익스콘벤처터워 B104호 B105호),02-780-5450
위생등급제,보나비아티제여의도공원점,서울특별시 영등포구 은행로 30 (여의도동 중소기업회관 신관1층),02-2155-5713
위생등급제,이어도,서울특별시 영등포구 은행로 3 (여의도동익스콘벤처터워 B104호 B105호),02-720-5454
위생등급제,맹박골 갈비예찬,서울특별시 영등포구 대림로 220 (대림동지상23층),02-844-4440
위생등급제,본가쭈꾸미볶음,서울특별시 영등포구 대림로 78 (대림동지상1층),02-831-9194
트랜스지방 안심제과점,파리바게뜨,서울특별시 영등포구 여의대방로 181 (신길동),02-835-0597
위생등급제,비둘기집,서울특별시 영등포구 여의대방로 77 1층 (신길동),02-845-5599
저염실천음식점,가시섬초 해초사랑,서울특별시 금천구 시흥대로123길 17 (독산동(지상2층) (열린문화길 9)),02-830-4870
위생등급제,가시섬초 해초사랑,서울특별시 금천구 시흥대로123길 17 (독산동(지상2층) (열린문화길 9)),02-830-4870
위생등급제,일석삼조버섯매운탕,서울특별시 영등포구 도신로49길 3 (신길동(1층)),02-833-8187
안심마트,(주)사러가,서울특별시 영등포구 가마산로69가길 17 (신길동),02-832-0058
트랜스지방 안심제과점,사러가 뚜레쥬르,서울특별시 영등포구 가마산로69가길 17 (신길동지상1층),02-834-8900
안심식육판매소,행복할인마트 정육점,서울특별시 동작구 사당로23바길 9 (사당동),02-2244-3838
위생등급제,국가대표숯불갈비,서울특별시 구로구 구로중앙로18길 71 (구로동),02-6467-8255
저염실천음식점,낙지촌,서울특별시 관악구 남현1길 58,02-587-7512
위생등급제,삼수갑산,서울특별시 관악구 남현1길 38-9 23층 (남현동),02-521-0056
위생등급제,낙지촌,서울특별시 관악구 남현1길 58 1층 (남현동),02-587-7512
먹을만큼적당히,본도시락 신천점,서울특별시 송파구 올림픽로12길 27 지상1층 (잠실동),02-421-4283
먹을만큼적당히,참큰집,서울특별시 송파구 올림픽로30길 7 (방이동),02-415-1500
위생등급제,황토골,서울특별시 송파구 올림픽로32길 15 (방이동),02-0415-4430
먹을만큼적당히,신마포갈매기 송파구청점,서울특별시 송파구 올림픽로32길 18-11 지상1층 (방이동),02-424-3464
먹을만큼적당히,나미,서울특별시 송파구 올림픽로43길 88 (풍납동),02-3010-2923
저염실천음식점,전통명가,서울특별시 서초구 서초대로42길 41 (서초동),02-522-5886
위생등급제,옛날전통육개장 전문점 육대장 한방보쌈·전골,서울특별시 서초구 서초대로50길 18 1층 (서초동),02-6959-7889
트랜스지방 안심제과점,빵굼터 착한 빵집,서울특별시 강남구 광평로51길 27 (수서동4단지상가102호),02-459-0882
위생등급제,낙지세상,서울특별시 송파구 동남로18길 37 지상1층 (가락동),02-403-1258
위생등급제,고메고매,서울특별시 강남구 삼성로85길 38 (대치동지하1층B101호B102호B103호B106호),02-555-9567
위생등급제,조선개장국,서울특별시 강남구 삼성로85길 34 (대치동지하1층),02-565-1479
위생등급제,동희반점,서울특별시 관악구 신림로22길 24 2층 (신림동),02-873-3338
안심식육판매소,선민정육점,서울특별시 관악구 신림동 8 현대아파트상가 310-312,02-882-8200
위생등급제,강강술래서초점,서울특별시 서초구 강남대로51길 1 B1호 (서초동 대현블루타워),02-3474-9292
위생등급제,마구로센,서울특별시 서초구 강남대로99길 33 지상1층,02-517-5110
위생등급제,명우,서울특별시 서초구 나루터로10길 24 1층 (잠원동),02-545-3492
위생등급제,강남면옥 신천점,서울특별시 송파구 올림픽로8길 21 지상12층 (잠실동),02-424-9141
위생등급제,강창구찹쌀진순대논현역점,서울특별시 강남구 학동로1길 19 (논현동),02-511-9412
채식메뉴음식점,비비고 삼성타운점,서울특별시 서초구 서초대로74길 3 지하1층 (서초동 윤빌딩),02-588-7423
위생등급제,초만원,서울특별시 서초구 서초대로77길 13 (서초동강남빌딩 1층2층),02-3481-8585
위생등급제,원조본점본가닭한마리,서울특별시 강남구 논현로10길 13 (개포동),02-3461-4422
위생등급제,원조닭칼국수,서울특별시 강남구 논현로10길 13 (개포동지상1층),02-3461-4424
위생등급제,원조감자탕,서울특별시 송파구 풍성로25길 34 지상1층 (풍납동),02-474-4735
먹을만큼적당히,문경집,서울특별시 송파구 송이로14길 11 지상1층 (가락동),02-443-6653
안심마트,롯데쇼핑(주)롯데슈퍼 역삼1동점,서울특별시 강남구 역삼로8길 15 (역삼동),02-2290-5735
위생등급제,놀부부대찌개 고덕역점,서울특별시 강동구 동남로75길 13-21 (명일동),02-428-8882
채식메뉴음식점,개성에프앤비,서울특별시 강남구 압구정로20길 7 (신사동지상2층),02-542-7317
위생등급제,봄봄 산나물자연밥상 &amp; 참치의 味,서울특별시 송파구 위례성대로 92 (방이동1층),02-421-7710
위생등급제,채식이야기,서울특별시 송파구 송파대로20길 10 지상1층 (문정동),02-402-6668
위생등급제,툇마루밥상,서울특별시 송파구 송파대로22길 13 1층 (문정동),02-409-6979
위생등급제,어독도참치,서울특별시 송파구 송파대로28길 27 101동 101102호 (가락동 성원상떼빌),02-449-3737
위생등급제,하우스 본 오스티엄,서울특별시 강남구 압구정로32길 11 지하2층 B201B202B203호 (신사동),02-512-1636
먹을만큼적당히,부산회집,서울특별시 송파구 올림픽로35길 94 (신천동장미C상가 234호),02-418-4624
안심식육판매소,(주)농협유통둔촌점,서울특별시 강동구 양재대로 1330 둔촌종합상가 지하1층,02-487-6662
위생등급제,농협안심한우마을길동사거리집,서울특별시 강동구 양재대로 1422 (둔촌동(1층)),02-484-9209
위생등급제,황도바지락칼국수,서울특별시 강동구 천호대로 1256 (둔촌동(행정구역개편)),02-484-6554
위생등급제,크리스탈파라다이스웨딩부페,서울특별시 강동구 천호대로 1102,02-477-7700
위생등급제,씨제이푸드빌(주)빕스강동역점,서울특별시 강동구 천호대로 1092 (성내동SK허브진2층),02-472-2997
위생등급제,솜리,서울특별시 강동구 천호대로 1005 (천호동현대백화점12층),02-2225-7866
먹을만큼적당히,놀부 유황오리진흙구이,서울특별시 송파구 도곡로 450 지상1층 (잠실동),02-425-5292
위생등급제,놀부 유황오리진흙구이,서울특별시 송파구 도곡로 450 지상1층 (잠실동),02-425-5292
먹을만큼적당히,소미연,서울특별시 송파구 가락로 100 지상1층 (석촌동),02-421-2686
위생등급제,황금소 거여점,서울특별시 송파구 거마로 11 지상1층 (거여동),02-408-1289
위생등급제,24시뼈다귀탕,서울특별시 송파구 백제고분로 154 (잠실동),02-417-4686
저염실천음식점,논현삼계탕,서울특별시 송파구 백제고분로 409 지상1층2층 (송파동),02-418-3377
위생등급제,군산오징어,서울특별시 송파구 삼학사로 101 (삼전동 지상 123층),02-413-2046
위생등급제,밀정원,서울특별시 송파구 석촌호수로 150 (삼전동지하1층-지상1층),02-2203-9383
위생등급제,소연,서울특별시 강남구 봉은사로84길 24-2 (삼성동지상12층),02-558-4490
위생등급제,용수산,서울특별시 서초구 동광로49길 7,02-596-0336
위생등급제,(주)스시로한국,서울특별시 서초구 강남대로 605 2층 (잠원동 휴먼타워),02-516-7715
위생등급제,솔토,서울특별시 서초구 서초대로  270,02-521-5292
위생등급제,선궁,서울특별시 서초구 반포대로 22 평화빌딩 지하1층,02-597-1397
위생등급제,레드브릭(Redbrick),서울특별시 서초구 서래로6길 17,02-591-7878
채식메뉴음식점,한우촌돼지마을,서울특별시 강남구 논현로85길 43 (역삼동지하1층),02-565-5505
채식메뉴음식점,역삼민들레,서울특별시 강남구 논현로85길 5-6 (역삼동지상12층),02-558-8513
먹을만큼적당히,산야로,서울특별시 강남구 테헤란로25길 15-5 (역삼동지상1층),02-552-3390
위생등급제,착한낙지,서울특별시 강동구 동남로 592 (둔촌동),02-484-0071
안심마트,(주)지에스리테일 암사점,서울특별시 강동구 구천면로 317 (암사동),02-426-9216
위생등급제,단지네,서울특별시 강동구 올림픽로 821 1층 1호 (암사동),02-427-3318
위생등급제,원할머니보쌈족발&amp;박가부대 암사점,서울특별시 강동구 올림픽로 814 (암사동),02-441-5372
위생등급제,산삼청각,서울특별시 송파구 송이로 151 지상1층 (가락동),02-431-3007
위생등급제,송파 풍천장어 직판장,서울특별시 송파구 오금로 148 (송파동지상1층),02-413-6945
위생등급제,더다이닝호수,서울특별시 송파구 잠실로 148 (잠실동 석촌호수 서호(피아니시모) ),02-2042-7544
위생등급제,정통일식 금수사,서울특별시 송파구 중대로 124 지상2층3층 (가락동),02-401-2288
먹을만큼적당히,금바위감자탕,서울특별시 송파구 중대로 120 (가락동(11)),02-404-3161
위생등급제,본띠아모,서울특별시 송파구 올림픽로 240 지상2층 (잠실동 롯데월드어드벤처동 알라딘가든내),02-3272-1462
위생등급제,아리랑,서울특별시 송파구 올림픽로 240 지상3층 (잠실동 롯데월드어드벤쳐내),02-411-3586
위생등급제,아모제푸드(주) 푸드캐피탈 잠실점,서울특별시 송파구 올림픽로 240 지하1층 (잠실동 롯데백화점 ),02-2143-7057
위생등급제,스시히로바 잠실점,서울특별시 송파구 올림픽로 240 (잠실동롯데백화점 내 지상11층),02-318-1980
위생등급제,리스토랑테 알펙(PECK Ristorante Al PECK),서울특별시 송파구 올림픽로 300 (신천동 에비뉴엘 월드타워점 지상6층),02-2185-7700
먹을만큼적당히,예원,서울특별시 송파구 올림픽로 269 (신천동롯데캐슬골드 202203호),02-2143-0351
위생등급제,경복궁방이점(주)덕용푸드시스템,서울특별시 송파구 올림픽로 348 (방이동2층.3층.4층),02-418-7767
위생등급제,올림픽파크텔스카이라운지,서울특별시 송파구 올림픽로 424,02-410-2532
저염실천음식점,사조참치(사당역점),서울특별시 서초구 방배천로2길 12 지하1층 (방배동),02-523-6754
안심마트,(주)지에스리테일둔촌점,서울특별시 강동구 명일로 74 (둔촌동),02-478-2268
위생등급제,암사족발,서울특별시 강동구 상암로 28 (암사동 2층 1호),02-487-8117
위생등급제,강호동치킨678성내1호점,서울특별시 강동구 성내로 19 101호 (성내동 서경빌딩),02-484-6678
위생등급제,봉피양,서울특별시 송파구 양재대로71길 5 지상1층 (방이동),02-417-9292
위생등급제,미우미우,서울특별시 송파구 양재대로71길 2-27 (방이동지상2층),02-422-2582
위생등급제,본가,서울특별시 송파구 오금로11길 44 (방이동),02-424-2880
먹을만큼적당히,백제해물,서울특별시 송파구 오금로11길 30 (방이동),02-416-3936
위생등급제,현대민물장어,서울특별시 송파구 오금로13길 10 (방이동),02-415-0124
위생등급제,열두바구니,서울특별시 강동구 성내로5길 11 (성내동),02-485-3287
위생등급제,신양평해장국,서울특별시 강동구 성내로6길 14-11 (성내동),02-470-3226
위생등급제,장가네황제짬뽕,서울특별시 강동구 성내로6길 14-6 (성내동),02-476-1577
채식전문음식점,(주)마지,서울특별시 서초구 동광로 59 1 2층 (방배동),02-536-5228
위생등급제,왕배화로,서울특별시 서초구 방배천로 12-9 지상 1층 (방배동),02-585-8744
위생등급제,예촌,서울특별시 서초구 서운로  12-1,02-525-0987
위생등급제,다빈,서울특별시 서초구 신반포로  31,02-536-5060
위생등급제,애슐리 반포점,서울특별시 서초구 잠원로 69 1층 (잠원동),02-2029-9554
위생등급제,세븐스프링스 잠원점,서울특별시 서초구 잠원로 94 1층 101호 (잠원동),02-532-7079
먹을만큼적당히,본도시락 남부터미널점,서울특별시 서초구 서초중앙로 42 지하 105호 (서초동 블루핀타워 ),02-587-4282
채식메뉴음식점,도모니,서울특별시 서초구 서초대로1길 15 1층 102호 (방배동),02-535-0536
